0,1,2,3,4,5,6,7,8,9,10
1,36.7879992,-118.7795466,22.2,29,1.23,21.1690625,36.80208333,2,2,1
2,36.7879992,-118.7795466,21.775,24,1.17,21.1690625,36.80208333,2,2,1
3,36.7879992,-118.7795466,21.18,25,1.25,21.1690625,36.80208333,2,2,1
4,36.7879992,-118.7795466,21.16,27,0.74,21.1690625,36.80208333,2,2,1
5,36.7879992,-118.7795466,20.795,25,0.68,21.1690625,36.80208333,2,2,1
0,40.3676395,-123.9414301,20.16,58,4.07,19.50416667,60.27083333,4,1,0
1,40.3676395,-123.9414301,18.04,69,3.42,19.50416667,60.27083333,4,1,0
2,40.3676395,-123.9414301,17.84,71,3.37,19.50416667,60.27083333,4,1,0
3,40.3676395,-123.9414301,18.745,66,3.49,19.50416667,60.27083333,4,1,0
4,40.3676395,-123.9414301,18.82,63,2.21,19.50416667,60.27083333,4,1,0
5,40.3676395,-123.9414301,19.3,63,2.28,19.50416667,60.27083333,4,1,0
0,40.2240313,-123.8003114,22.115,51,3.8,21.53697917,55.19791667,3,0,1
1,40.2240313,-123.8003114,19.79,65,3.14,21.53697917,55.19791667,3,0,0
2,40.2240313,-123.8003114,19.665,67,2.95,21.53697917,55.19791667,3,0,0
3,40.2240313,-123.8003114,20.535,63,3.14,21.53697917,55.19791667,3,0,0
4,40.2240313,-123.8003114,20.265,60,2.1,21.53697917,55.19791667,3,0,0
5,40.2240313,-123.8003114,20.745,62,2.19,21.53697917,55.19791667,3,0,0
0,40.3676397,-123.9225407,18.945,65,3.76,18.21770833,66.9375,3,1,0
1,40.3676397,-123.9225407,16.975,76,3.22,18.21770833,66.9375,3,1,0
2,40.3676397,-123.9225407,16.825,76,3.16,18.21770833,66.9375,3,1,0
3,40.3676397,-123.9225407,18.145,70,3.29,18.21770833,66.9375,3,1,0
4,40.3676397,-123.9225407,18.92,65,2.02,18.21770833,66.9375,3,1,0
5,40.3676397,-123.9225407,19.085,66,2.06,18.21770833,66.9375,3,1,0
0,40.3631952,-123.9242073,18.995,65,3.78,18.271875,66.63541667,3,1,0
1,40.3631952,-123.9242073,17.015,76,3.24,18.271875,66.63541667,3,1,0
2,40.3631952,-123.9242073,16.865,76,3.18,18.271875,66.63541667,3,1,0
3,40.3631952,-123.9242073,18.175,70,3.3,18.271875,66.63541667,3,1,0
4,40.3631952,-123.9242073,18.925,65,2.03,18.271875,66.63541667,3,1,0
5,40.3631952,-123.9242073,19.095,66,2.07,18.271875,66.63541667,3,1,0
0,40.2598637,-123.8408692,21.545,53,3.91,21.01083333,56.39583333,3,0,1
1,40.2598637,-123.8408692,19.225,67,3.23,21.01083333,56.39583333,3,0,0
2,40.2598637,-123.8408692,19.15,69,3.08,21.01083333,56.39583333,3,0,0
3,40.2598637,-123.8408692,20.1,64,3.25,21.01083333,56.39583333,3,0,0
4,40.2598637,-123.8408692,20.06,61,2.11,21.01083333,56.39583333,3,0,0
5,40.2598637,-123.8408692,20.475,62,2.2,21.01083333,56.39583333,3,0,0
0,40.2881964,-123.8936491,20.58,57,4.05,19.95541667,59.78125,3,0,1
1,40.2881964,-123.8936491,18.215,71,3.37,19.95541667,59.78125,3,0,0
2,40.2881964,-123.8936491,18.115,72,3.27,19.95541667,59.78125,3,0,0
3,40.2881964,-123.8936491,19.255,67,3.41,19.95541667,59.78125,3,0,0
4,40.2881964,-123.8936491,19.58,63,2.19,19.95541667,59.78125,3,0,0
5,40.2881964,-123.8936491,19.84,64,2.28,19.95541667,59.78125,3,0,0
0,40.2779191,-123.8500366,21.245,55,3.9,20.68020833,57.61458333,3,0,1
1,40.2779191,-123.8500366,18.95,68,3.25,20.68020833,57.61458333,3,0,0
2,40.2779191,-123.8500366,18.865,70,3.11,20.68020833,57.61458333,3,0,0
3,40.2779191,-123.8500366,19.86,65,3.27,20.68020833,57.61458333,3,0,0
4,40.2779191,-123.8500366,19.905,62,2.11,20.68020833,57.61458333,3,0,0
5,40.2779191,-123.8500366,20.295,63,2.2,20.68020833,57.61458333,3,0,0
0,38.4654692,-122.9774984,25.48,41,3.39,18.54697917,68.10416667,2,1,0
1,38.4654692,-122.9774984,21.015,58,3.32,18.54697917,68.10416667,2,1,0
2,38.4654692,-122.9774984,19.275,69,2.55,18.54697917,68.10416667,2,1,0
3,38.4654692,-122.9774984,21.075,63,2.99,18.54697917,68.10416667,2,1,0
4,38.4654692,-122.9774984,20.95,58,3.65,18.54697917,68.10416667,2,1,0
5,38.4654692,-122.9774984,21.02,61,2.92,18.54697917,68.10416667,2,1,0
0,40.3410481,-123.9376026,19.165,64,3.91,18.443125,65.66666667,3,1,0
1,40.3410481,-123.9376026,17.055,76,3.32,18.443125,65.66666667,3,1,0
2,40.3410481,-123.9376026,16.91,76,3.26,18.443125,65.66666667,3,1,0
3,40.3410481,-123.9376026,18.225,70,3.39,18.443125,65.66666667,3,1,0
4,40.3410481,-123.9376026,18.96,65,2.11,18.443125,65.66666667,3,1,0
5,40.3410481,-123.9376026,19.1,66,2.16,18.443125,65.66666667,3,1,0
0,40.3499476,-123.9284812,19.155,64,3.84,18.45208333,65.82291667,3,1,0
1,40.3499476,-123.9284812,17.05,76,3.28,18.45208333,65.82291667,3,1,0
2,40.3499476,-123.9284812,16.905,76,3.22,18.45208333,65.82291667,3,1,0
3,40.3499476,-123.9284812,18.255,70,3.34,18.45208333,65.82291667,3,1,0
4,40.3499476,-123.9284812,19.045,65,2.07,18.45208333,65.82291667,3,1,0
5,40.3499476,-123.9284812,19.17,66,2.12,18.45208333,65.82291667,3,1,0
0,36.7577225,-118.8317702,19.84,36,0.97,18.11822917,43.1875,2,2,1
1,36.7577225,-118.8317702,19.19,33,1.27,18.11822917,43.1875,2,2,1
2,36.7577225,-118.8317702,19.055,27,1.21,18.11822917,43.1875,2,2,1
3,36.7577225,-118.8317702,18.705,28,1.29,18.11822917,43.1875,2,2,1
4,36.7577225,-118.8317702,18.785,30,0.75,18.11822917,43.1875,2,2,1
5,36.7577225,-118.8317702,18.165,28,0.69,18.11822917,43.1875,2,2,1
0,38.9246199,-121.8519118,30.965,33,2.2,25.7921875,49.65625,2,0,0
1,38.9246199,-121.8519118,28.395,33,1.76,25.7921875,49.65625,2,0,0
2,38.9246199,-121.8519118,24.67,47,2.73,25.7921875,49.65625,2,0,0
3,38.9246199,-121.8519118,24.97,48,1.75,25.7921875,49.65625,2,0,0
4,38.9246199,-121.8519118,25.875,42,1.52,25.7921875,49.65625,2,0,0
5,38.9246199,-121.8519118,26.795,41,1.15,25.7921875,49.65625,2,0,0
0,40.3312512,-123.9253177,19.56,62,3.93,18.885,63.65625,3,1,0
1,40.3312512,-123.9253177,17.515,73,3.33,18.885,63.65625,3,1,0
2,40.3312512,-123.9253177,17.375,74,3.27,18.885,63.65625,3,1,0
3,40.3312512,-123.9253177,18.535,68,3.39,18.885,63.65625,3,1,0
4,40.3312512,-123.9253177,18.95,64,2.12,18.885,63.65625,3,1,0
5,40.3312512,-123.9253177,19.23,65,2.19,18.885,63.65625,3,1,0
0,38.3668575,-122.5952619,27.83,34,2.87,21.111875,59.25,2,1,0
1,38.3668575,-122.5952619,23.71,49,2.79,21.111875,59.25,2,1,0
2,38.3668575,-122.5952619,21.28,61,2.42,21.111875,59.25,2,1,0
3,38.3668575,-122.5952619,22.79,58,2.01,21.111875,59.25,2,1,0
4,38.3668575,-122.5952619,22.785,53,1.82,21.111875,59.25,2,1,0
5,38.3668575,-122.5952619,22.89,55,1.65,21.111875,59.25,2,1,0
0,36.7793881,-118.7762131,21.675,32,0.95,19.97052083,38.89583333,2,2,1
1,36.7793881,-118.7762131,21.085,30,1.26,19.97052083,38.89583333,2,2,1
2,36.7793881,-118.7762131,20.74,25,1.21,19.97052083,38.89583333,2,2,1
3,36.7793881,-118.7762131,20.15,26,1.28,19.97052083,38.89583333,2,2,1
4,36.7793881,-118.7762131,20.3,27,0.75,19.97052083,38.89583333,2,2,1
5,36.7793881,-118.7762131,19.77,26,0.69,19.97052083,38.89583333,2,2,1
0,40.33514,-123.9369847,19.27,63,3.94,18.555,65.125,3,1,0
1,40.33514,-123.9369847,17.115,75,3.34,18.555,65.125,3,1,0
2,40.33514,-123.9369847,16.975,76,3.28,18.555,65.125,3,1,0
3,40.33514,-123.9369847,18.29,70,3.4,18.555,65.125,3,1,0
4,40.33514,-123.9369847,19.01,65,2.12,18.555,65.125,3,1,0
5,40.33514,-123.9369847,19.145,66,2.19,18.555,65.125,3,1,0
0,40.2884747,-123.8117026,21.62,53,3.7,21.10614583,56.08333333,3,0,1
1,40.2884747,-123.8117026,19.455,65,3.1,21.10614583,56.08333333,3,0,0
2,40.2884747,-123.8117026,19.385,67,2.94,21.10614583,56.08333333,3,0,0
3,40.2884747,-123.8117026,20.2,63,3.11,21.10614583,56.08333333,3,0,0
4,40.2884747,-123.8117026,19.89,60,2,21.10614583,56.08333333,3,0,0
5,40.2884747,-123.8117026,20.45,61,2.08,21.10614583,56.08333333,3,0,0
0,40.2701414,-123.8497586,21.375,54,3.92,20.81854167,57.0625,3,0,1
1,40.2701414,-123.8497586,19.03,68,3.25,20.81854167,57.0625,3,0,0
2,40.2701414,-123.8497586,18.945,70,3.12,20.81854167,57.0625,3,0,0
3,40.2701414,-123.8497586,19.95,65,3.28,20.81854167,57.0625,3,0,0
4,40.2701414,-123.8497586,20.015,61,2.12,20.81854167,57.0625,3,0,0
5,40.2701414,-123.8497586,20.395,63,2.21,20.81854167,57.0625,3,0,0
0,40.3370844,-123.9311513,19.32,63,3.92,18.61104167,64.98958333,3,1,0
1,40.3370844,-123.9311513,17.215,75,3.32,18.61104167,64.98958333,3,1,0
2,40.3370844,-123.9311513,17.075,75,3.26,18.61104167,64.98958333,3,1,0
3,40.3370844,-123.9311513,18.35,70,3.38,18.61104167,64.98958333,3,1,0
4,40.3370844,-123.9311513,18.995,65,2.11,18.61104167,64.98958333,3,1,0
5,40.3370844,-123.9311513,19.17,66,2.17,18.61104167,64.98958333,3,1,0
0,40.2768079,-123.8553145,21.225,55,3.93,20.6534375,57.69791667,3,0,1
1,40.2768079,-123.8553145,18.875,69,3.26,20.6534375,57.69791667,3,0,0
2,40.2768079,-123.8553145,18.79,70,3.13,20.6534375,57.69791667,3,0,0
3,40.2768079,-123.8553145,19.83,65,3.29,20.6534375,57.69791667,3,0,0
4,40.2768079,-123.8553145,19.955,62,2.12,20.6534375,57.69791667,3,0,0
5,40.2768079,-123.8553145,20.31,63,2.21,20.6534375,57.69791667,3,0,0
0,40.3037518,-123.9011497,20.215,59,4,19.5721875,61.26041667,3,0,0
1,40.3037518,-123.9011497,17.945,72,3.35,19.5721875,61.26041667,3,0,0
2,40.3037518,-123.9011497,17.83,73,3.26,19.5721875,61.26041667,3,0,0
3,40.3037518,-123.9011497,19.005,67,3.4,19.5721875,61.26041667,3,0,0
4,40.3037518,-123.9011497,19.395,63,2.16,19.5721875,61.26041667,3,0,0
5,40.3037518,-123.9011497,19.65,65,2.24,19.5721875,61.26041667,3,0,0
0,39.8976505,-123.7511338,23.015,47,3.36,21.07041667,58.20833333,2,0,0
1,39.8976505,-123.7511338,19.325,66,2.49,21.07041667,58.20833333,2,0,0
2,39.8976505,-123.7511338,18.44,70,2.19,21.07041667,58.20833333,2,0,0
3,39.8976505,-123.7511338,19.83,65,2.55,21.07041667,58.20833333,2,0,0
4,39.8976505,-123.7511338,19.245,62,2.1,21.07041667,58.20833333,2,0,0
5,39.8976505,-123.7511338,19.49,64,2.08,21.07041667,58.20833333,2,0,0
0,40.3508813,-123.9244801,19.195,64,3.84,18.4928125,65.72916667,3,1,0
1,40.3508813,-123.9244801,17.09,75,3.27,18.4928125,65.72916667,3,1,0
2,40.3508813,-123.9244801,16.945,76,3.21,18.4928125,65.72916667,3,1,0
3,40.3508813,-123.9244801,18.285,70,3.33,18.4928125,65.72916667,3,1,0
4,40.3508813,-123.9244801,19.065,65,2.06,18.4928125,65.72916667,3,1,0
5,40.3508813,-123.9244801,19.195,66,2.11,18.4928125,65.72916667,3,1,0
0,36.7785554,-118.8209368,21.055,34,0.93,19.42322917,40.20833333,2,2,1
1,36.7785554,-118.8209368,20.56,31,1.24,19.42322917,40.20833333,2,2,1
2,36.7785554,-118.8209368,20.275,26,1.18,19.42322917,40.20833333,2,2,1
3,36.7785554,-118.8209368,19.77,26,1.26,19.42322917,40.20833333,2,2,1
4,36.7785554,-118.8209368,19.875,28,0.74,19.42322917,40.20833333,2,2,1
5,36.7785554,-118.8209368,19.265,27,0.68,19.42322917,40.20833333,2,2,1
0,36.6188485,-121.8310627,16.965,76,2.18,14.208125,85.83333333,2,2,1
1,36.6188485,-121.8310627,15.15,80,2.91,14.208125,85.83333333,2,2,1
2,36.6188485,-121.8310627,14.585,84,2.94,14.208125,85.83333333,2,2,1
3,36.6188485,-121.8310627,14.6,84,2.9,14.208125,85.83333333,2,2,1
4,36.6188485,-121.8310627,15.615,79,2.55,14.208125,85.83333333,2,2,1
5,36.6188485,-121.8310627,15.315,79,2.73,14.208125,85.83333333,2,2,1
0,40.3062517,-123.90865,20.095,59,4.01,19.44010417,61.77083333,3,0,0
1,40.3062517,-123.90865,17.8,73,3.37,19.44010417,61.77083333,3,0,0
2,40.3062517,-123.90865,17.69,74,3.28,19.44010417,61.77083333,3,0,0
3,40.3062517,-123.90865,18.9,68,3.42,19.44010417,61.77083333,3,0,0
4,40.3062517,-123.90865,19.365,64,2.17,19.44010417,61.77083333,3,0,0
5,40.3062517,-123.90865,19.575,65,2.25,19.44010417,61.77083333,3,0,0
0,40.2915294,-123.9419838,20.325,57,4.27,19.6771875,59.66666667,4,0,1
1,40.2915294,-123.9419838,17.99,70,3.53,19.6771875,59.66666667,4,0,1
2,40.2915294,-123.9419838,17.875,71,3.47,19.6771875,59.66666667,4,0,1
3,40.2915294,-123.9419838,18.89,66,3.59,19.6771875,59.66666667,4,0,1
4,40.2915294,-123.9419838,19.04,63,2.31,19.6771875,59.66666667,4,0,1
5,40.2915294,-123.9419838,19.38,63,2.41,19.6771875,59.66666667,4,0,1
0,40.2818076,-123.8939268,20.675,57,4.08,20.06177083,59.36458333,3,0,1
1,40.2818076,-123.8939268,18.26,71,3.38,20.06177083,59.36458333,3,0,0
2,40.2818076,-123.8939268,18.16,72,3.29,20.06177083,59.36458333,3,0,0
3,40.2818076,-123.8939268,19.315,67,3.42,20.06177083,59.36458333,3,0,0
4,40.2818076,-123.8939268,19.645,63,2.2,20.06177083,59.36458333,3,0,0
5,40.2818076,-123.8939268,19.89,64,2.3,20.06177083,59.36458333,3,0,0
0,40.2837523,-123.8564258,21.095,55,3.91,20.52072917,58.15625,3,0,1
1,40.2837523,-123.8564258,18.795,69,3.25,20.52072917,58.15625,3,0,0
2,40.2837523,-123.8564258,18.705,70,3.13,20.52072917,58.15625,3,0,0
3,40.2837523,-123.8564258,19.74,65,3.29,20.52072917,58.15625,3,0,0
4,40.2837523,-123.8564258,19.875,62,2.11,20.52072917,58.15625,3,0,0
5,40.2837523,-123.8564258,20.24,63,2.2,20.52072917,58.15625,3,0,0
0,40.3743062,-123.9258742,18.805,66,3.73,18.0821875,67.48958333,3,1,0
1,40.3743062,-123.9258742,16.855,76,3.21,18.0821875,67.48958333,3,1,0
2,40.3743062,-123.9258742,16.7,77,3.15,18.0821875,67.48958333,3,1,0
3,40.3743062,-123.9258742,18.05,71,3.28,18.0821875,67.48958333,3,1,0
4,40.3743062,-123.9258742,18.91,66,2,18.0821875,67.48958333,3,1,0
5,40.3743062,-123.9258742,19.035,66,2.04,18.0821875,67.48958333,3,1,0
0,40.1320885,-123.8136415,22.1,51,4.24,21.116875,56.79166667,3,0,1
1,40.1320885,-123.8136415,19.4,66,3.51,21.116875,56.79166667,3,0,0
2,40.1320885,-123.8136415,19.125,69,3.27,21.116875,56.79166667,3,0,0
3,40.1320885,-123.8136415,19.995,64,3.49,21.116875,56.79166667,3,0,1
4,40.1320885,-123.8136415,19.785,62,2.66,21.116875,56.79166667,3,0,0
5,40.1320885,-123.8136415,20.015,63,2.74,21.116875,56.79166667,3,0,0
0,40.2709747,-123.8461474,21.345,54,3.9,20.80395833,57.0625,3,0,1
1,40.2709747,-123.8461474,19.07,68,3.24,20.80395833,57.0625,3,0,0
2,40.2709747,-123.8461474,18.995,69,3.1,20.80395833,57.0625,3,0,0
3,40.2709747,-123.8461474,19.95,64,3.26,20.80395833,57.0625,3,0,0
4,40.2709747,-123.8461474,19.9,61,2.11,20.80395833,57.0625,3,0,0
5,40.2709747,-123.8461474,20.33,63,2.2,20.80395833,57.0625,3,0,0
0,36.7857779,-118.8509379,20.795,34,0.88,19.13614583,40.92708333,2,2,1
1,36.7857779,-118.8509379,20.275,32,1.22,19.13614583,40.92708333,2,2,1
2,36.7857779,-118.8509379,20.055,26,1.16,19.13614583,40.92708333,2,2,1
3,36.7857779,-118.8509379,19.555,27,1.23,19.13614583,40.92708333,2,2,1
4,36.7857779,-118.8509379,19.6,29,0.74,19.13614583,40.92708333,2,2,1
5,36.7857779,-118.8509379,18.97,27,0.66,19.13614583,40.92708333,2,2,1
0,40.2715301,-123.8675369,21.17,55,4,20.590625,57.65625,3,0,1
1,40.2715301,-123.8675369,18.765,69,3.32,20.590625,57.65625,3,0,0
2,40.2715301,-123.8675369,18.675,70,3.2,20.590625,57.65625,3,0,0
3,40.2715301,-123.8675369,19.745,65,3.35,20.590625,57.65625,3,0,0
4,40.2715301,-123.8675369,19.9,62,2.16,20.590625,57.65625,3,0,0
5,40.2715301,-123.8675369,20.23,63,2.26,20.590625,57.65625,3,0,0
0,36.7632778,-118.8234367,20.32,35,0.95,18.73260417,41.6875,2,2,1
1,36.7632778,-118.8234367,19.84,32,1.26,18.73260417,41.6875,2,2,1
2,36.7632778,-118.8234367,19.64,27,1.2,18.73260417,41.6875,2,2,1
3,36.7632778,-118.8234367,19.215,27,1.28,18.73260417,41.6875,2,2,1
4,36.7632778,-118.8234367,19.33,29,0.75,18.73260417,41.6875,2,2,1
5,36.7632778,-118.8234367,18.66,27,0.69,18.73260417,41.6875,2,2,1
0,40.2562528,-123.820313,21.775,52,3.81,21.27854167,55.61458333,3,0,1
1,40.2562528,-123.820313,19.535,66,3.16,21.27854167,55.61458333,3,0,0
2,40.2562528,-123.820313,19.47,68,2.99,21.27854167,55.61458333,3,0,0
3,40.2562528,-123.820313,20.34,63,3.17,21.27854167,55.61458333,3,0,0
4,40.2562528,-123.820313,20.13,60,2.05,21.27854167,55.61458333,3,0,0
5,40.2562528,-123.820313,20.63,62,2.15,21.27854167,55.61458333,3,0,0
0,36.7541118,-118.8631601,21.29,33,0.94,19.66447917,39.73958333,2,2,1
1,36.7541118,-118.8631601,20.815,31,1.23,19.66447917,39.73958333,2,2,1
2,36.7541118,-118.8631601,20.495,26,1.18,19.66447917,39.73958333,2,2,1
3,36.7541118,-118.8631601,19.96,26,1.26,19.66447917,39.73958333,2,2,1
4,36.7541118,-118.8631601,20.065,28,0.74,19.66447917,39.73958333,2,2,1
5,36.7541118,-118.8631601,19.49,26,0.68,19.66447917,39.73958333,2,2,1
0,40.2204203,-123.785033,22.26,51,3.71,21.6815625,54.76041667,3,0,1
1,40.2204203,-123.785033,19.935,65,3.07,21.6815625,54.76041667,3,0,0
2,40.2204203,-123.785033,19.8,66,2.86,21.6815625,54.76041667,3,0,0
3,40.2204203,-123.785033,20.635,62,3.06,21.6815625,54.76041667,3,0,0
4,40.2204203,-123.785033,20.26,60,2.03,21.6815625,54.76041667,3,0,0
5,40.2204203,-123.785033,20.81,61,2.12,21.6815625,54.76041667,3,0,0
0,40.2659747,-123.8422583,21.475,54,3.89,20.913125,56.59375,3,0,1
1,40.2659747,-123.8422583,19.18,67,3.23,20.913125,56.59375,3,0,0
2,40.2659747,-123.8422583,19.115,69,3.08,20.913125,56.59375,3,0,0
3,40.2659747,-123.8422583,20.01,64,3.25,20.913125,56.59375,3,0,0
4,40.2659747,-123.8422583,19.865,61,2.1,20.913125,56.59375,3,0,0
5,40.2659747,-123.8422583,20.335,62,2.2,20.913125,56.59375,3,0,0
0,40.3656952,-123.9275408,18.945,65,3.77,18.21208333,66.77083333,3,1,0
1,40.3656952,-123.9275408,17.02,76,3.23,18.21208333,66.77083333,3,1,0
2,40.3656952,-123.9275408,16.865,76,3.17,18.21208333,66.77083333,3,1,0
3,40.3656952,-123.9275408,18.14,70,3.3,18.21208333,66.77083333,3,1,0
4,40.3656952,-123.9275408,18.835,65,2.02,18.21208333,66.77083333,3,1,0
5,40.3656952,-123.9275408,19.04,66,2.07,18.21208333,66.77083333,3,1,0
0,40.2926408,-123.8975382,20.475,58,4.04,19.84385417,60.23958333,3,0,1
1,40.2926408,-123.8975382,18.095,72,3.37,19.84385417,60.23958333,3,0,0
2,40.2926408,-123.8975382,17.99,73,3.27,19.84385417,60.23958333,3,0,0
3,40.2926408,-123.8975382,19.175,67,3.41,19.84385417,60.23958333,3,0,0
4,40.2926408,-123.8975382,19.565,63,2.18,19.84385417,60.23958333,3,0,0
5,40.2926408,-123.8975382,19.795,64,2.27,19.84385417,60.23958333,3,0,0
0,36.7999447,-118.8684387,24.43,32,0.54,22.61104167,36.59375,2,0,0
1,36.7999447,-118.8684387,23.93,28,0.76,22.61104167,36.59375,2,0,0
2,36.7999447,-118.8684387,23.31,23,0.65,22.61104167,36.59375,2,0,0
3,36.7999447,-118.8684387,22.975,24,0.76,22.61104167,36.59375,2,0,0
4,36.7999447,-118.8684387,21.925,27,0.65,22.61104167,36.59375,2,0,0
5,36.7999447,-118.8684387,21.78,26,0.6,22.61104167,36.59375,2,0,0
0,40.2809745,-123.8619814,21.085,55,3.95,20.50479167,58.19791667,3,0,1
1,40.2809745,-123.8619814,18.745,69,3.28,20.50479167,58.19791667,3,0,0
2,40.2809745,-123.8619814,18.66,71,3.16,20.50479167,58.19791667,3,0,0
3,40.2809745,-123.8619814,19.715,65,3.31,20.50479167,58.19791667,3,0,0
4,40.2809745,-123.8619814,19.87,62,2.13,20.50479167,58.19791667,3,0,0
5,40.2809745,-123.8619814,20.21,63,2.22,20.50479167,58.19791667,3,0,0
0,40.2990297,-123.8919827,20.41,58,3.99,19.78677083,60.45833333,3,0,1
1,40.2990297,-123.8919827,18.165,71,3.33,19.78677083,60.45833333,3,0,0
2,40.2990297,-123.8919827,18.06,72,3.24,19.78677083,60.45833333,3,0,0
3,40.2990297,-123.8919827,19.165,67,3.38,19.78677083,60.45833333,3,0,0
4,40.2990297,-123.8919827,19.435,63,2.16,19.78677083,60.45833333,3,0,0
5,40.2990297,-123.8919827,19.735,64,2.24,19.78677083,60.45833333,3,0,0
0,40.3281957,-123.9272621,19.48,62,3.95,18.80291667,64.125,3,1,0
1,40.3281957,-123.9272621,17.37,74,3.34,18.80291667,64.125,3,1,0
2,40.3281957,-123.9272621,17.235,75,3.28,18.80291667,64.125,3,1,0
3,40.3281957,-123.9272621,18.475,69,3.4,18.80291667,64.125,3,1,0
4,40.3281957,-123.9272621,19.035,65,2.13,18.80291667,64.125,3,1,0
5,40.3281957,-123.9272621,19.24,65,2.2,18.80291667,64.125,3,1,0
0,40.2729191,-123.8633701,21.195,55,3.97,20.62020833,57.64583333,3,0,1
1,40.2729191,-123.8633701,18.8,69,3.29,20.62020833,57.64583333,3,0,0
2,40.2729191,-123.8633701,18.72,70,3.17,20.62020833,57.64583333,3,0,0
3,40.2729191,-123.8633701,19.78,65,3.33,20.62020833,57.64583333,3,0,0
4,40.2729191,-123.8633701,19.93,62,2.15,20.62020833,57.64583333,3,0,0
5,40.2729191,-123.8633701,20.265,63,2.24,20.62020833,57.64583333,3,0,0
0,40.3679174,-123.9303187,18.955,65,3.76,18.22760417,66.5625,3,1,0
1,40.3679174,-123.9303187,17.085,75,3.23,18.22760417,66.5625,3,1,0
2,40.3679174,-123.9303187,16.93,76,3.17,18.22760417,66.5625,3,1,0
3,40.3679174,-123.9303187,18.16,70,3.3,18.22760417,66.5625,3,1,0
4,40.3679174,-123.9303187,18.76,65,2.02,18.22760417,66.5625,3,1,0
5,40.3679174,-123.9303187,19.005,66,2.06,18.22760417,66.5625,3,1,0
0,40.2643079,-123.8792037,21.16,55,4.08,20.5825,57.52083333,3,0,1
1,40.2643079,-123.8792037,18.67,69,3.37,20.5825,57.52083333,3,0,0
2,40.2643079,-123.8792037,18.58,71,3.25,20.5825,57.52083333,3,0,0
3,40.2643079,-123.8792037,19.685,65,3.4,20.5825,57.52083333,3,0,0
4,40.2643079,-123.8792037,19.9,62,2.2,20.5825,57.52083333,3,0,0
5,40.2643079,-123.8792037,20.185,63,2.31,20.5825,57.52083333,3,0,0
0,40.2523639,-123.8205906,21.865,52,3.82,21.3615625,55.4375,3,0,1
