,Tempavg,Humavg,Windavg,Rainavg
172,26.437113095238093,36.848214285714285,2.0,0.0
173,26.503630952380952,37.00297619047619,2.0,0.0
174,26.565625000000004,35.13095238095237,2.0,0.0
175,26.266666666666676,37.61309523809524,2.0,0.0
176,25.291636904761905,38.669642857142854,2.0,0.0
177,26.006607142857145,38.532738095238095,2.0,0.0
178,26.69312499999999,37.154761904761905,2.0,0.0
179,26.32163690476191,32.64583333333333,2.0,0.0
180,18.069196428571434,47.94940476190476,2.0,0.0
181,22.209791666666664,42.96428571428572,2.0,0.0
182,25.658601190476194,36.82142857142856,2.0,0.0
183,25.529613095238094,34.22619047619048,2.0,0.0
184,23.360833333333336,50.62797619047619,2.0,1.0
185,22.295386904761905,33.229166666666664,2.0,1.0
186,22.498660714285716,40.40476190476191,2.0,0.0
187,26.820416666666667,30.54761904761904,2.0,0.0
188,26.1375,38.30654761904761,2.0,0.0
189,25.137678571428573,35.267857142857146,2.0,2.0
190,27.72875,32.0625,1.0,0.0
191,26.200595238095236,38.03571428571428,2.0,0.0
192,24.424880952380956,37.029761904761905,3.0,0.0
193,27.526904761904763,32.50595238095238,2.0,0.0
194,27.082202380952378,31.383928571428573,1.0,0.0
195,26.675505952380945,36.202380952380956,2.0,0.0
196,22.896547619047617,57.00892857142858,1.0,0.0
197,27.785357142857144,30.97321428571428,1.0,0.0
198,27.012023809523807,35.23809523809524,2.0,0.0
199,28.254404761904762,32.30059523809524,2.0,0.0
200,25.854761904761904,32.31845238095238,2.0,0.0
201,25.927470238095236,42.449404761904766,2.0,0.0
202,26.903065476190477,36.12797619047619,2.0,0.0
203,27.631309523809527,31.65476190476191,2.0,0.0
204,26.909761904761897,31.482142857142854,2.0,0.0
205,27.51627976190476,36.19642857142857,2.0,0.0
206,28.448571428571423,31.821428571428577,1.0,0.0
207,23.74639880952381,37.351190476190474,2.0,2.0
208,25.08622023809523,36.360119047619044,2.0,1.0
209,28.077470238095234,32.46726190476191,2.0,0.0
