37.8106959,-122.183232
38.2674577,-114.5958307
40.0246419,-117.111486
39.387717,-114.6980699
38.9310577,-114.4216662
38.6042849,-122.8323792
36.7879992,-118.7795466
40.3676395,-123.9414301
40.2240313,-123.8003114
40.3631952,-123.9242073
40.2779191,-123.8500366
38.4654692,-122.9774984
36.7577225,-118.8317702
38.9246199,-121.8519118
38.3668575,-122.5952619
36.7793881,-118.7762131
40.33514,-123.9369847
40.2884747,-123.8117026
39.8976505,-123.7511338
40.3508813,-123.9244801
36.7785554,-118.8209368
36.6188485,-121.8310627
40.3062517,-123.90865
40.2915294,-123.9419838
40.2818076,-123.8939268
40.1320885,-123.8136415
40.2709747,-123.8461474
36.7857779,-118.8509379
40.2715301,-123.8675369
36.7632778,-118.8234367
40.2562528,-123.820313
36.7541118,-118.8631601
40.2204203,-123.785033
40.2659747,-123.8422583
40.2926408,-123.8975382
36.7999447,-118.8684387
40.3679174,-123.9303187
41.5054438,-121.0216383
40.3159737,-123.9183727
40.3334734,-123.9269844
40.3415289,-123.9303181
40.4134772,-123.4922546
38.2426958,-120.2549156
40.2481973,-123.8197572
40.0932019,-123.6797493
40.5590288,-123.6953193
40.2831966,-123.8647593
40.0195911,-123.7869704
36.9482851,-121.6977256
37.5357661,-120.9835428
36.7893887,-118.830104
40.2770855,-123.8836486
40.1220884,-123.8491974
36.1043915,-118.6553674
36.4093894,-118.7320398
36.4466098,-118.6628722
35.8718944,-118.6034211
36.3813343,-118.7373173
36.4171663,-118.6937059
36.0518919,-118.6061995
36.0713361,-118.6128664
36.4688334,-118.7267627
36.4657767,-118.6806507
36.82439,-118.9409415
36.8057796,-118.9784425
36.703279,-118.8856599
39.9937713,-121.7702586
36.8352236,-118.9551088
36.5196653,-118.685096
36.7482791,-118.9120506
36.6813348,-118.8864929
40.1954363,-121.8422073
36.7168911,-118.9692741
40.9565455,-121.9636088
36.6510563,-118.8276016
36.7496668,-118.8173252
36.8082789,-118.93483
39.2262771,-122.8424939
36.5296642,-118.6439843
36.6938351,-118.9189942
36.6166124,-118.8487127
37.7493706,-119.8371218
36.6324998,-118.8351014
36.185501,-118.6281459
36.1280017,-118.6012003
36.4049461,-118.7937079
36.3091119,-118.7039824
35.9821707,-118.5684207
36.3332786,-118.7184274
36.1393891,-118.5092545
36.7473114,-118.9725968
37.515215,-119.6040412
37.0216132,-119.100394
38.2813058,-120.3015844
38.2451957,-120.2438042
41.7903916,-124.0828556
36.5891118,-118.7981551
36.7471676,-118.8770494
37.7688083,-119.8063771
36.2399453,-118.6717585
35.9238382,-118.5928654
35.9793935,-118.6942553
36.1352235,-118.5848112
35.9827264,-118.6014766
35.979393,-118.5820319
36.125779,-118.5650886
36.3577229,-118.7181499
35.9341161,-118.6239769
35.98606,-118.6561994
35.935227,-118.6053655
40.6512678,-121.7363786
40.6518239,-121.6860988
40.5546023,-121.6694306
40.7812568,-122.7497442
41.7887249,-124.0856334
41.7859472,-124.0878557
41.767892,-124.1098004
37.7715966,-122.473305
37.7660413,-122.4816384
41.7662254,-124.1300788
41.8062249,-124.1317464
40.0587711,-121.7547033
36.2252228,-118.6439801
36.2413337,-118.6484248
37.3854848,-118.177045
38.725742,-120.2282462
39.8707055,-123.8891904
39.8898713,-123.9158576
39.0790658,-123.4761208
39.0707325,-123.4636206
37.8989517,-122.5764582
38.1277,-122.894995
37.8960372,-122.6135912
37.8957594,-122.576089
38.5207461,-123.2422297
38.5232461,-123.2463965
40.0198688,-123.7914149
37.9704796,-122.6524831
37.9865902,-122.6497053
38.5607393,-121.416342
37.6921514,-121.1874389
37.9568682,-121.3455029
36.5213505,-121.9516221
36.996362,-121.9552879
36.9926464,-121.793395
37.0377831,-122.0613582
37.0017006,-122.0021856
36.9919853,-122.0117866
37.024742,-122.0578135
37.020842,-122.0552671
36.9820013,-122.0392366
37.229974,-122.1072774
37.2340912,-122.1441027
37.2387616,-122.1463766
37.2436514,-122.1426927
37.2457408,-122.1386798
37.5276232,-118.1981981
37.1091184,-121.4798653
37.0428811,-122.0539437
36.998227,-121.906476
36.994672,-121.906255
36.9877863,-121.9068158
36.9880933,-121.9080248
37.2287564,-122.0821658
38.1443239,-122.6048146
36.3407773,-121.6018231
37.0150176,-121.9278294
37.2303732,-121.9260481
40.440398,-123.9864717
38.1964812,-122.9554194
42.728287,-124.283477
42.726518,-124.056475
42.594123,-124.029982
42.439676,-124.12572
42.442786,-123.8367
42.315131,-124.075141
42.220669,-123.778895
42.092563,-123.953512
42.674392,-123.350101
42.302802,-123.107382
42.444126,-122.312435
42.108251,-123.3122
42.258638,-123.664053
42.330781,-123.665092
43.913235,-123.789078
43.192056,-122.092337
41.958618,-122.958893
42.124461,-122.72621
41.972445,-123.779523
41.088402,-122.894051
41.803327,-123.26329
41.921956,-123.911636
41.90502,-123.609172
41.896062,-123.350811
41.905794,-123.081617
41.754431,-123.815878
41.701236,-124.009169
41.790903,-122.878588
41.67164,-123.619175
41.73689,-123.330569
41.553102,-123.283286
41.56732,-123.888672
41.420023,-123.617172
41.319029,-123.323546
41.382888,-123.01318
41.123014,-123.448901
41.10352,-123.115432
41.233651,-122.820281
41.011538,-122.784737
40.920168,-123.292705
