,0,1,2,3,4,5,6,7,8,9,10
73,1.0,36.7577225,-118.83177020000001,14.55,61.0,0.8,20.11241071428572,40.62499999999999,2.0,0.0,0.2244807562122124
74,2.0,36.7577225,-118.83177020000001,15.665,50.0,0.46,20.11241071428572,40.62499999999999,2.0,0.0,0.21975104164228845
75,3.0,36.7577225,-118.83177020000001,16.439999999999998,45.0,0.15,20.11241071428572,40.62499999999999,2.0,0.0,0.22684856126404304
76,4.0,36.7577225,-118.83177020000001,17.06,41.0,0.11,20.11241071428572,40.62499999999999,2.0,0.0,0.23516806669222037
77,5.0,36.7577225,-118.83177020000001,16.725,38.0,0.07,20.11241071428572,40.62499999999999,2.0,0.0,0.24330307867999995
78,0.0,38.924619899999996,-121.8519118,27.39,50.0,1.92,28.07068452380952,43.56547619047621,2.0,0.0,0.1468491855466339
79,1.0,38.924619899999996,-121.8519118,25.375,52.0,2.19,28.07068452380952,43.56547619047621,2.0,0.0,0.11589624217713154
80,2.0,38.924619899999996,-121.8519118,25.040000000000006,48.0,1.79,28.07068452380952,43.56547619047621,2.0,0.0,0.10967120782712711
81,3.0,38.924619899999996,-121.8519118,26.01,48.0,1.85,28.07068452380952,43.56547619047621,2.0,0.0,0.11959373784731693
82,4.0,38.924619899999996,-121.8519118,27.15,46.0,1.71,28.07068452380952,43.56547619047621,2.0,0.0,0.1426157909606426
83,5.0,38.924619899999996,-121.8519118,27.465,48.0,1.86,28.07068452380952,43.56547619047621,2.0,0.0,0.14665664863034159
84,0.0,38.3668575,-122.5952619,19.785,77.0,0.95,21.54544642857143,60.08035714285714,2.0,0.0,0.2515529777652882
85,1.0,38.3668575,-122.5952619,19.87,72.0,2.3,21.54544642857143,60.08035714285714,2.0,0.0,0.2427286811058248
86,2.0,38.3668575,-122.5952619,19.8,76.0,1.78,21.54544642857143,60.08035714285714,2.0,0.0,0.24217193516375382
87,3.0,38.3668575,-122.5952619,20.465,75.0,1.86,21.54544642857143,60.08035714285714,2.0,0.0,0.2447954457487675
88,4.0,38.3668575,-122.5952619,21.78,73.0,1.51,21.54544642857143,60.08035714285714,2.0,0.0,0.24833144853082484
89,5.0,38.3668575,-122.5952619,22.26,73.0,1.2,21.54544642857143,60.08035714285714,2.0,0.0,0.24994184266430639
90,0.0,36.7793881,-118.7762131,18.115,65.0,0.33,21.348363095238106,41.038690476190474,1.0,0.0,0.16654296249849634
91,1.0,36.7793881,-118.7762131,15.045,61.0,0.8,21.348363095238106,41.038690476190474,1.0,0.0,0.14014940441181567
92,2.0,36.7793881,-118.7762131,16.16,49.0,0.46,21.348363095238106,41.038690476190474,1.0,0.0,0.12123920024074199
93,3.0,36.7793881,-118.7762131,17.045,44.0,0.15,21.348363095238106,41.038690476190474,1.0,0.0,0.12665312370651396
94,4.0,36.7793881,-118.7762131,17.384999999999998,41.0,0.11,21.348363095238106,41.038690476190474,1.0,0.0,0.12732302113064467
95,5.0,36.7793881,-118.7762131,16.785,38.0,0.07,21.348363095238106,41.038690476190474,1.0,0.0,0.1302755333529103
96,0.0,40.33514,-123.93698470000001,20.725,71.0,0.94,21.74767857142857,64.16071428571428,1.0,0.0,0.2555391946885653
97,1.0,40.33514,-123.93698470000001,20.925,56.00000000000001,1.43,21.74767857142857,64.16071428571428,1.0,0.0,0.19321528013951741
98,2.0,40.33514,-123.93698470000001,22.585,64.0,0.85,21.74767857142857,64.16071428571428,1.0,0.0,0.23682444476386935
99,3.0,40.33514,-123.93698470000001,23.92,64.0,0.66,21.74767857142857,64.16071428571428,1.0,0.0,0.24043907420067312
100,4.0,40.33514,-123.93698470000001,23.99,63.0,1.18,21.74767857142857,64.16071428571428,1.0,0.0,0.20083344351670862
101,5.0,40.33514,-123.93698470000001,22.49,64.0,1.6,21.74767857142857,64.16071428571428,1.0,0.0,0.1882754894713005
102,0.0,40.2884747,-123.81170259999999,24.41,56.00000000000001,0.25,24.715386904761914,53.42857142857143,1.0,0.0,0.1796327188545496
103,1.0,40.2884747,-123.81170259999999,21.825,55.00000000000001,1.1,24.715386904761914,53.42857142857143,1.0,0.0,0.13141473514202198
104,2.0,40.2884747,-123.81170259999999,22.635,68.0,0.59,24.715386904761914,53.42857142857143,1.0,0.0,0.196121084247496
105,3.0,40.2884747,-123.81170259999999,24.1,67.0,0.5,24.715386904761914,53.42857142857143,1.0,0.0,0.19399471264662616
106,4.0,40.2884747,-123.81170259999999,24.385,66.0,0.93,24.715386904761914,53.42857142857143,1.0,0.0,0.16379760052165698
107,5.0,40.2884747,-123.81170259999999,23.185,67.0,1.28,24.715386904761914,53.42857142857143,1.0,0.0,0.15177050537546988
108,0.0,39.8976505,-123.7511338,24.685,55.00000000000001,0.37,23.269375000000004,56.73214285714285,1.0,0.0,0.1916031220769351
109,1.0,39.8976505,-123.7511338,20.345,64.0,0.61,23.269375000000004,56.73214285714285,1.0,0.0,0.22185076773494175
110,2.0,39.8976505,-123.7511338,20.395,72.0,0.71,23.269375000000004,56.73214285714285,1.0,0.0,0.23594546530682003
111,3.0,39.8976505,-123.7511338,21.98,71.0,0.64,23.269375000000004,56.73214285714285,1.0,0.0,0.22871160733145948
112,4.0,39.8976505,-123.7511338,22.835,70.0,0.44,23.269375000000004,56.73214285714285,1.0,0.0,0.23676411669485306
113,5.0,39.8976505,-123.7511338,21.93,70.0,0.88,23.269375000000004,56.73214285714285,1.0,0.0,0.2086375061413595
114,0.0,40.3508813,-123.9244801,19.745,75.0,0.91,21.37848214285714,65.85416666666667,1.0,0.0,0.27445639959707446
115,1.0,40.3508813,-123.9244801,21.11,55.00000000000001,1.43,21.37848214285714,65.85416666666667,1.0,0.0,0.20132187666117454
116,2.0,40.3508813,-123.9244801,22.845,62.0,0.85,21.37848214285714,65.85416666666667,1.0,0.0,0.2414394303024937
117,3.0,40.3508813,-123.9244801,24.085,62.0,0.66,21.37848214285714,65.85416666666667,1.0,0.0,0.24553814150994616
118,4.0,40.3508813,-123.9244801,24.15,62.0,1.16,21.37848214285714,65.85416666666667,1.0,0.0,0.20838310876201932
119,5.0,40.3508813,-123.9244801,22.68,63.0,1.55,21.37848214285714,65.85416666666667,1.0,0.0,0.19700949980036597
120,0.0,36.7785554,-118.8209368,17.24,67.0,0.3,20.87824404761905,41.788690476190474,1.0,0.0,0.179732606775472
121,1.0,36.7785554,-118.8209368,13.864999999999998,64.0,0.79,20.87824404761905,41.788690476190474,1.0,0.0,0.1567844970677146
122,2.0,36.7785554,-118.8209368,15.04,52.0,0.45,20.87824404761905,41.788690476190474,1.0,0.0,0.1318871319256195
123,3.0,36.7785554,-118.8209368,15.919999999999998,47.0,0.16,20.87824404761905,41.788690476190474,1.0,0.0,0.1328428037777484
124,4.0,36.7785554,-118.8209368,16.13,43.0,0.11,20.87824404761905,41.788690476190474,1.0,0.0,0.1310856101710803
125,5.0,36.7785554,-118.8209368,15.794999999999998,40.0,0.07,20.87824404761905,41.788690476190474,1.0,0.0,0.13245947930618007
126,0.0,36.6188485,-121.8310627,18.66,85.0,1.12,16.761696428571433,81.16964285714286,1.0,0.0,0.2724656847665981
127,1.0,36.6188485,-121.8310627,17.9,83.0,1.99,16.761696428571433,81.16964285714286,1.0,0.0,0.24840909562089927
128,2.0,36.6188485,-121.8310627,16.8,82.0,2.11,16.761696428571433,81.16964285714286,1.0,0.0,0.24604382159731414
129,3.0,36.6188485,-121.8310627,16.85,82.0,1.95,16.761696428571433,81.16964285714286,1.0,0.0,0.2508711558028258
130,4.0,36.6188485,-121.8310627,18.285,76.0,1.44,16.761696428571433,81.16964285714286,1.0,0.0,0.28777623046060874
131,5.0,36.6188485,-121.8310627,18.265,79.0,1.86,16.761696428571433,81.16964285714286,1.0,0.0,0.26256337941263885
132,0.0,40.306251700000004,-123.90865,21.51,68.0,0.96,22.415565476190466,61.72916666666666,1.0,0.0,0.22835557590978545
133,1.0,40.306251700000004,-123.90865,21.41,55.00000000000001,1.33,22.415565476190466,61.72916666666666,1.0,0.0,0.1766337270114568
134,2.0,40.306251700000004,-123.90865,22.845,64.0,0.77,22.415565476190466,61.72916666666666,1.0,0.0,0.22415135254326568
135,3.0,40.306251700000004,-123.90865,24.185,64.0,0.6,22.415565476190466,61.72916666666666,1.0,0.0,0.2272268038640688
136,4.0,40.306251700000004,-123.90865,24.33,63.0,1.14,22.415565476190466,61.72916666666666,1.0,0.0,0.187163410383863
137,5.0,40.306251700000004,-123.90865,22.9,64.0,1.56,22.415565476190466,61.72916666666666,1.0,0.0,0.17433847743179268
138,0.0,40.2915294,-123.9419838,24.235,56.99999999999999,0.3,23.54970238095238,56.58928571428573,1.0,0.0,0.20049406638287123
139,1.0,40.2915294,-123.9419838,19.545,63.0,1.35,23.54970238095238,56.58928571428573,1.0,0.0,0.17238061395560444
140,2.0,40.2915294,-123.9419838,20.88,75.0,0.8,23.54970238095238,56.58928571428573,1.0,0.0,0.23019015276862373
141,3.0,40.2915294,-123.9419838,22.155,75.0,0.61,23.54970238095238,56.58928571428573,1.0,0.0,0.23708562846755557
142,4.0,40.2915294,-123.9419838,22.41,74.0,1.21,23.54970238095238,56.58928571428573,1.0,0.0,0.1925578784472386
143,5.0,40.2915294,-123.9419838,21.135,74.0,1.69,23.54970238095238,56.58928571428573,1.0,0.0,0.17335455035751401
144,0.0,40.2818076,-123.89392679999999,21.575,68.0,0.91,22.70267857142857,60.68154761904761,1.0,0.0,0.22480311731960748
145,1.0,40.2818076,-123.89392679999999,21.840000000000003,53.0,1.26,22.70267857142857,60.68154761904761,1.0,0.0,0.16650041146055142
146,2.0,40.2818076,-123.89392679999999,23.075,64.0,0.72,22.70267857142857,60.68154761904761,1.0,0.0,0.2189952972785375
147,3.0,40.2818076,-123.89392679999999,24.39,63.0,0.57,22.70267857142857,60.68154761904761,1.0,0.0,0.21916451462009956
148,4.0,40.2818076,-123.89392679999999,24.590000000000003,62.0,1.11,22.70267857142857,60.68154761904761,1.0,0.0,0.17985452352308542
149,5.0,40.2818076,-123.89392679999999,23.265,63.0,1.54,22.70267857142857,60.68154761904761,1.0,0.0,0.16590538487500833
150,0.0,40.1320885,-123.8136415,25.515,56.99999999999999,0.46,23.650446428571428,57.10714285714287,1.0,0.0,0.18781248167211456
151,1.0,40.1320885,-123.8136415,21.665,57.99999999999999,1.06,23.650446428571428,57.10714285714287,1.0,0.0,0.16500406599835055
152,2.0,40.1320885,-123.8136415,21.985,69.0,0.73,23.650446428571428,57.10714285714287,1.0,0.0,0.21489747433264908
153,3.0,40.1320885,-123.8136415,23.21,68.0,0.61,23.650446428571428,57.10714285714287,1.0,0.0,0.21350200290948018
154,4.0,40.1320885,-123.8136415,23.79,67.0,1.05,23.650446428571428,57.10714285714287,1.0,0.0,0.17881831025759812
155,5.0,40.1320885,-123.8136415,23.09,66.0,1.71,23.650446428571428,57.10714285714287,1.0,0.0,0.14814629723132444
156,0.0,40.270974700000004,-123.84614740000002,23.28,63.0,0.37,23.882886904761907,56.86607142857143,1.0,0.0,0.21495224746620525
157,1.0,40.270974700000004,-123.84614740000002,22.325000000000006,54.0,1.15,23.882886904761907,56.86607142857143,1.0,0.0,0.14546584884992095
158,2.0,40.270974700000004,-123.84614740000002,23.265,66.0,0.63,23.882886904761907,56.86607142857143,1.0,0.0,0.20337805437447312
159,3.0,40.270974700000004,-123.84614740000002,24.75,65.0,0.52,23.882886904761907,56.86607142857143,1.0,0.0,0.2018765329103278
160,4.0,40.270974700000004,-123.84614740000002,24.97,64.0,1.01,23.882886904761907,56.86607142857143,1.0,0.0,0.16786845997719296
161,5.0,40.270974700000004,-123.84614740000002,23.72,65.0,1.39,23.882886904761907,56.86607142857143,1.0,0.0,0.15479383130290522
162,0.0,36.7857779,-118.85093789999999,16.99,68.0,0.3,20.608720238095238,42.11011904761904,1.0,0.0,0.18524756952069263
163,1.0,36.7857779,-118.85093789999999,13.615,65.0,0.78,20.608720238095238,42.11011904761904,1.0,0.0,0.16246320271261652
164,2.0,36.7857779,-118.85093789999999,14.785,53.0,0.45,20.608720238095238,42.11011904761904,1.0,0.0,0.13587862434366108
165,3.0,36.7857779,-118.85093789999999,15.635000000000002,47.0,0.17,20.608720238095238,42.11011904761904,1.0,0.0,0.1341505149260431
166,4.0,36.7857779,-118.85093789999999,15.919999999999998,44.0,0.11,20.608720238095238,42.11011904761904,1.0,0.0,0.13321249076820846
167,5.0,36.7857779,-118.85093789999999,15.63,41.0,0.06,20.608720238095238,42.11011904761904,1.0,0.0,0.13421716975247422
168,0.0,40.27153010000001,-123.86753689999999,21.735,68.0,0.88,23.047261904761907,59.56250000000001,1.0,0.0,0.2181898829058663
169,1.0,40.27153010000001,-123.86753689999999,22.905,53.0,1.19,23.047261904761907,59.56250000000001,1.0,0.0,0.15762794968595725
170,2.0,40.27153010000001,-123.86753689999999,23.845,65.0,0.66,23.047261904761907,59.56250000000001,1.0,0.0,0.21280770271907923
171,3.0,40.27153010000001,-123.86753689999999,25.43,64.0,0.54,23.047261904761907,59.56250000000001,1.0,0.0,0.210894504543505
172,4.0,40.27153010000001,-123.86753689999999,25.675,64.0,1.06,23.047261904761907,59.56250000000001,1.0,0.0,0.17685854984251714
173,5.0,40.27153010000001,-123.86753689999999,24.385,64.0,1.47,23.047261904761907,59.56250000000001,1.0,0.0,0.16060531427611519
174,0.0,36.7632778,-118.8234367,16.65,67.0,0.34,20.29446428571429,41.651785714285715,2.0,0.0,0.2313629956781425
175,1.0,36.7632778,-118.8234367,13.12,66.0,0.79,20.29446428571429,41.651785714285715,2.0,0.0,0.233290069442272
176,2.0,36.7632778,-118.8234367,14.325,54.0,0.46,20.29446428571429,41.651785714285715,2.0,0.0,0.2217337879429931
177,3.0,36.7632778,-118.8234367,15.16,49.0,0.15,20.29446428571429,41.651785714285715,2.0,0.0,0.22266142915602133
178,4.0,36.7632778,-118.8234367,15.44,45.0,0.11,20.29446428571429,41.651785714285715,2.0,0.0,0.22552261999012047
179,5.0,36.7632778,-118.8234367,15.2,41.0,0.07,20.29446428571429,41.651785714285715,2.0,0.0,0.23197417719062682
180,0.0,40.2562528,-123.82031299999998,23.505000000000006,62.0,0.29,24.264910714285715,55.717261904761905,1.0,0.0,0.20899672751957402
181,1.0,40.2562528,-123.82031299999998,22.755,52.0,1.09,24.264910714285715,55.717261904761905,1.0,0.0,0.13576564905361496
182,2.0,40.2562528,-123.82031299999998,23.56,65.0,0.57,24.264910714285715,55.717261904761905,1.0,0.0,0.19604114608976345
183,3.0,40.2562528,-123.82031299999998,25.005000000000006,64.0,0.49,24.264910714285715,55.717261904761905,1.0,0.0,0.1942169467296159
184,4.0,40.2562528,-123.82031299999998,25.255000000000006,63.0,0.94,24.264910714285715,55.717261904761905,1.0,0.0,0.1634368430389979
185,5.0,40.2562528,-123.82031299999998,24.115,64.0,1.31,24.264910714285715,55.717261904761905,1.0,0.0,0.1493875228531855
186,0.0,36.7541118,-118.8631601,17.825,66.0,0.29,21.10017857142857,41.39583333333333,1.0,0.0,0.17431079272743927
187,1.0,36.7541118,-118.8631601,14.715,60.0,0.78,21.10017857142857,41.39583333333333,1.0,0.0,0.14033557058724777
188,2.0,36.7541118,-118.8631601,16.055,49.0,0.45,21.10017857142857,41.39583333333333,1.0,0.0,0.12316290733327931
189,3.0,36.7541118,-118.8631601,16.825,44.0,0.16,21.10017857142857,41.39583333333333,1.0,0.0,0.12773418385885835
190,4.0,36.7541118,-118.8631601,17.13,41.0,0.11,21.10017857142857,41.39583333333333,1.0,0.0,0.12863628870509985
191,5.0,36.7541118,-118.8631601,16.63,38.0,0.07,21.10017857142857,41.39583333333333,1.0,0.0,0.13136044890447396
192,0.0,40.2204203,-123.78503300000001,23.9,60.0,0.17,24.460863095238103,54.85714285714285,1.0,0.0,0.20592685092967733
193,1.0,40.2204203,-123.78503300000001,22.94,52.0,1.01,24.460863095238103,54.85714285714285,1.0,0.0,0.13427923185852642
194,2.0,40.2204203,-123.78503300000001,23.54,65.0,0.54,24.460863095238103,54.85714285714285,1.0,0.0,0.19353398170876876
195,3.0,40.2204203,-123.78503300000001,24.905,63.0,0.49,24.460863095238103,54.85714285714285,1.0,0.0,0.18752768772402292
196,4.0,40.2204203,-123.78503300000001,25.25,63.0,0.86,24.460863095238103,54.85714285714285,1.0,0.0,0.16425891080499908
197,5.0,40.2204203,-123.78503300000001,24.305,63.0,1.22,24.460863095238103,54.85714285714285,1.0,0.0,0.1469861584559686
198,0.0,40.2659747,-123.84225829999998,23.77,60.0,0.22,24.180982142857147,55.672619047619044,1.0,0.0,0.20805850010888288
199,1.0,40.2659747,-123.84225829999998,22.26,54.0,1.14,24.180982142857147,55.672619047619044,1.0,0.0,0.13886763329144194
200,2.0,40.2659747,-123.84225829999998,23.12,66.0,0.62,24.180982142857147,55.672619047619044,1.0,0.0,0.19783152172160182
201,3.0,40.2659747,-123.84225829999998,24.59,65.0,0.51,24.180982142857147,55.672619047619044,1.0,0.0,0.19690108935285236
202,4.0,40.2659747,-123.84225829999998,24.845,65.0,0.99,24.180982142857147,55.672619047619044,1.0,0.0,0.1664053762334228
203,5.0,40.2659747,-123.84225829999998,23.625,65.0,1.38,24.180982142857147,55.672619047619044,1.0,0.0,0.1501860835357689
204,0.0,40.2926408,-123.8975382,21.37,69.0,0.93,22.546190476190482,61.360119047619044,1.0,0.0,0.2309033898247877
205,1.0,40.2926408,-123.8975382,21.775,53.0,1.28,22.546190476190482,61.360119047619044,1.0,0.0,0.1703977617320349
206,2.0,40.2926408,-123.8975382,23.03,63.0,0.74,22.546190476190482,61.360119047619044,1.0,0.0,0.21992508757083987
207,3.0,40.2926408,-123.8975382,24.34,63.0,0.58,22.546190476190482,61.360119047619044,1.0,0.0,0.22285807010263545
208,4.0,40.2926408,-123.8975382,24.52,62.0,1.12,22.546190476190482,61.360119047619044,1.0,0.0,0.18316481900775372
209,5.0,40.2926408,-123.8975382,23.195,63.0,1.55,22.546190476190482,61.360119047619044,1.0,0.0,0.16924144704338584
210,0.0,36.799944700000005,-118.86843870000001,21.66,56.99999999999999,0.18,24.26622023809524,37.955357142857146,1.0,0.0,0.12926865216096647
